co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
667.658,2.106,419.162,1.322,2.65,17.258,17979.496,11464.767,2.91,4.54,2.0,3.74,316958269.0
699.156,2.169,429.185,1.332,4.72,31.498,18678.652,11893.952,2.98,4.6,2.02,3.76,322302316.0
725.574,2.215,440.003,1.343,3.78,26.418,19404.226,12333.955,3.0,4.58,2.05,3.79,327635132.0
768.849,2.309,465.799,1.399,5.96,43.275,20173.075,12799.754,3.16,4.77,2.08,3.82,332943537.0
821.329,2.429,506.031,1.496,6.83,52.479,20994.404,13305.785,3.39,5.14,2.11,3.85,338199117.0
839.543,2.445,525.196,1.53,2.22,18.214,21833.947,13830.981,3.42,5.21,2.14,3.89,343364515.0
821.39,2.358,509.775,1.463,-2.16,-18.153,22655.336,14340.756,3.26,4.96,2.17,3.92,348411890.0
832.246,2.355,521.372,1.476,1.32,10.857,23487.583,14862.128,3.27,5.03,2.19,3.95,353333490.0
847.148,2.366,538.338,1.503,1.79,14.902,24334.73,15400.466,3.25,5.19,2.22,3.99,358133213.0
858.232,2.366,537.847,1.482,1.31,11.085,25192.963,15938.313,3.14,5.04,2.24,4.01,362809670.0
867.759,2.362,520.471,1.417,1.11,9.527,26060.722,16458.784,3.03,4.73,2.26,4.03,367365342.0
902.003,2.426,538.528,1.448,3.95,34.244,26962.725,16997.312,3.05,4.85,2.28,4.06,371804635.0
912.73,2.427,556.679,1.48,1.19,10.726,27875.455,17553.991,2.98,4.97,2.3,4.08,376122783.0
940.749,2.474,572.257,1.505,3.07,28.019,28816.203,18126.248,2.99,5.09,2.32,4.1,380325055.0
1007.52,2.621,609.031,1.584,7.1,66.772,29823.724,18735.279,3.14,5.44,2.34,4.14,384439475.0
991.952,2.553,606.37,1.561,-1.55,-15.568,30815.676,19341.65,3.14,5.51,2.36,4.17,388503344.0
1082.415,2.758,652.605,1.662,9.12,90.463,31898.091,19994.255,3.25,5.77,2.38,4.21,392543695.0
1103.963,2.784,660.818,1.666,1.99,21.548,33002.055,20655.073,3.2,5.83,2.4,4.25,396571751.0
1159.7,2.895,689.615,1.722,5.05,55.736,34161.754,21344.688,3.32,6.0,2.42,4.29,400581563.0
1218.74,3.012,730.374,1.805,5.09,59.041,35380.494,22075.063,3.45,6.3,2.45,4.33,404561948.0
1230.511,3.012,723.083,1.77,0.97,11.771,36611.006,22798.146,3.46,6.22,2.47,4.37,408493800.0
1204.961,2.922,691.874,1.678,-2.08,-25.55,37815.967,23490.02,3.39,5.82,2.49,4.41,412362689.0
1164.898,2.799,664.824,1.598,-3.32,-40.064,38980.865,24154.843,3.29,5.56,2.51,4.43,416164871.0
1156.734,2.755,661.744,1.576,-0.7,-8.164,40137.599,24816.588,3.22,5.46,2.53,4.45,419903920.0
1091.45,2.577,613.655,1.449,-5.64,-65.284,41229.049,25430.243,2.98,5.03,2.54,4.47,423581098.0
1065.51,2.494,600.998,1.407,-2.38,-25.94,42294.558,26031.241,2.9,4.91,2.55,4.48,427199425.0
994.16,2.308,556.503,1.292,-6.7,-71.349,43288.719,26587.745,2.86,5.03,2.55,4.49,430759771.0
275.657,6.356,151.64,3.496,10.06,25.187,3395.204,1639.297,1.19,1.56,0.41,0.59,43373148.0
300.033,6.842,174.099,3.97,8.84,24.376,3695.237,1813.396,1.33,1.9,0.43,0.63,43848223.0
330.272,7.45,189.526,4.275,10.08,30.239,4025.509,2002.922,1.45,2.06,0.46,0.67,44335037.0
355.836,7.939,206.715,4.612,7.74,25.565,4381.345,2209.637,1.55,2.24,0.49,0.72,44820070.0
383.696,8.472,226.109,4.992,7.83,27.86,4765.041,2435.746,1.64,2.42,0.52,0.77,45292521.0
421.095,9.204,239.507,5.235,9.75,37.398,5186.136,2675.253,1.74,2.49,0.55,0.82,45751023.0
445.188,9.637,246.268,5.331,5.72,24.094,5631.324,2921.522,1.83,2.52,0.58,0.87,46196056.0
378.444,8.118,183.977,3.946,-14.99,-66.744,6009.768,3105.498,1.56,1.87,0.6,0.9,46620698.0
410.996,8.741,201.087,4.277,8.6,32.551,6420.764,3306.585,1.68,2.0,0.63,0.93,47016952.0
440.531,9.298,206.778,4.364,7.19,29.535,6861.295,3513.363,1.75,2.01,0.66,0.96,47379237.0
456.245,9.564,206.697,4.333,3.57,15.715,7317.54,3720.061,1.79,1.99,0.68,0.99,47706226.0
476.789,9.933,207.841,4.33,4.5,20.544,7794.329,3927.901,1.83,2.0,0.71,1.02,47999551.0
485.955,10.069,206.116,4.271,1.92,9.166,8280.284,4134.017,1.78,1.93,0.74,1.04,48260901.0
492.249,10.151,197.115,4.065,1.3,6.294,8772.533,4331.132,1.72,1.79,0.76,1.06,48493434.0
499.564,10.258,195.945,4.023,1.49,7.315,9272.098,4527.078,1.69,1.76,0.78,1.08,48701069.0
504.506,10.321,191.081,3.909,0.99,4.941,9776.603,4718.159,1.65,1.7,0.81,1.1,48880449.0
522.906,10.664,188.371,3.842,3.65,18.401,10299.51,4906.53,1.66,1.67,0.83,1.11,49034813.0
534.025,10.858,172.448,3.506,2.13,11.119,10833.535,5078.978,1.67,1.54,0.85,1.12,49182458.0
539.23,10.927,174.099,3.528,0.97,5.205,11372.765,5253.076,1.71,1.58,0.87,1.13,49347450.0
595.59,12.021,177.391,3.58,10.45,56.36,11968.355,5430.468,1.79,1.57,0.89,1.14,49545638.0
624.55,12.545,172.561,3.466,4.86,28.96,12592.905,5603.028,1.81,1.52,0.92,1.15,49786153.0
628.936,12.564,171.793,3.432,0.7,4.386,13221.841,5774.821,1.8,1.49,0.94,1.16,50060639.0
635.791,12.628,169.776,3.372,1.09,6.856,13857.632,5944.597,1.8,1.47,0.96,1.17,50345720.0
630.595,12.46,162.761,3.216,-0.82,-5.197,14488.227,6107.358,1.77,1.4,0.98,1.17,50607904.0
635.214,12.498,171.631,3.377,0.73,4.619,15123.44,6278.989,1.79,1.44,1.0,1.18,50823087.0
639.259,12.539,185.413,3.637,0.64,4.045,15762.699,6464.403,1.8,1.55,1.02,1.19,50983446.0
655.747,12.834,180.698,3.536,2.58,16.488,16418.446,6645.1,1.83,1.49,1.03,1.19,51096408.0
671.631,13.125,179.106,3.5,2.42,15.884,17090.077,6824.206,1.83,1.47,1.05,1.2,51171700.0
648.025,12.65,177.453,3.464,-3.51,-23.606,17738.102,7001.659,1.77,1.45,1.07,1.2,51225321.0
597.605,11.656,166.717,3.252,-7.78,-50.42,18335.707,7168.376,1.72,1.51,1.08,1.21,51269183.0
0.406,0.075,0.406,0.075,-6.33,-0.027,10.55,10.441,0.0,0.0,0.0,0.0,5420179.0
0.363,0.068,0.363,0.068,-10.59,-0.043,10.914,10.805,0.0,0.0,0.0,0.0,5305449.0
0.251,0.048,0.251,0.048,-31.07,-0.113,11.164,11.055,0.0,0.0,0.0,0.0,5185712.0
0.344,0.067,0.344,0.067,37.52,0.094,11.509,11.4,0.0,0.0,0.0,0.0,5111371.0
0.356,0.07,0.356,0.07,3.37,0.012,11.865,11.756,0.0,0.0,0.0,0.0,5118084.0
0.367,0.07,0.367,0.07,3.17,0.011,12.232,12.123,0.0,0.0,0.0,0.0,5221925.0
0.45,0.083,0.45,0.083,22.43,0.082,12.682,12.573,0.0,0.0,0.0,0.0,5411653.0
0.39,0.069,0.39,0.069,-13.3,-0.06,13.072,12.963,0.0,0.0,0.0,0.0,5661934.0
0.423,0.071,0.423,0.071,8.45,0.033,13.495,13.386,0.0,0.0,0.0,0.0,5933884.0
0.46,0.074,0.46,0.074,8.73,0.037,13.955,13.846,0.0,0.0,0.0,0.0,6199396.0
0.529,0.082,0.529,0.082,15.06,0.069,14.484,14.375,0.0,0.01,0.0,0.0,6447791.0
0.674,0.101,0.674,0.101,27.45,0.145,15.158,15.049,0.0,0.01,0.0,0.0,6688225.0
0.753,0.109,0.753,0.109,11.72,0.079,15.911,15.802,0.0,0.01,0.0,0.0,6935665.0
0.952,0.132,0.952,0.132,26.37,0.199,16.863,16.754,0.0,0.01,0.0,0.0,7213354.0
0.912,0.121,0.912,0.121,-4.2,-0.04,17.775,17.666,0.0,0.01,0.0,0.0,7535931.0
0.999,0.126,0.999,0.126,9.5,0.087,18.774,18.665,0.0,0.01,0.0,0.0,7907407.0
1.173,0.141,1.173,0.141,17.48,0.175,19.947,19.838,0.0,0.01,0.0,0.0,8315144.0
1.239,0.142,1.239,0.142,5.62,0.066,21.186,21.077,0.0,0.01,0.0,0.0,8736932.0
1.291,0.141,1.291,0.141,4.16,0.052,22.477,22.368,0.0,0.01,0.0,0.0,9142258.0
1.313,0.138,1.313,0.138,1.75,0.023,23.79,23.681,0.0,0.01,0.0,0.0,9508372.0
1.281,0.13,1.281,0.13,-2.44,-0.032,25.071,24.962,0.0,0.01,0.0,0.01,9830695.0
1.33,0.132,1.33,0.132,3.81,0.049,26.401,26.293,0.0,0.01,0.0,0.01,10113648.0
1.444,0.139,1.444,0.139,8.54,0.114,27.845,27.736,0.0,0.01,0.0,0.01,10355030.0
1.524,0.144,1.524,0.144,5.58,0.081,29.369,29.26,0.0,0.01,0.0,0.01,10554882.0
1.913,0.178,1.913,0.178,25.48,0.388,31.282,31.173,0.01,0.02,0.0,0.01,10715657.0
1.704,0.157,1.704,0.157,-10.92,-0.209,32.986,32.877,0.0,0.01,0.0,0.01,10832520.0
1.455,0.133,1.455,0.133,-14.62,-0.249,34.44,34.331,0.0,0.01,0.0,0.01,10910774.0
1.337,0.122,1.337,0.122,-8.06,-0.117,35.778,35.669,0.0,0.01,0.0,0.01,10975924.0
1.395,0.126,1.395,0.126,4.34,0.058,37.173,37.064,0.0,0.01,0.0,0.01,11062114.0
1.179,0.105,1.179,0.105,-15.49,-0.216,38.352,38.243,0.0,0.01,0.0,0.01,11193729.0
240.932,6.131,128.779,3.277,4.21,9.738,6467.086,3092.93,1.04,1.33,0.78,1.11,39299081.0
249.831,6.339,134.54,3.414,3.69,8.899,6716.917,3227.47,1.11,1.46,0.79,1.12,39410852.0
241.209,6.101,130.039,3.289,-3.45,-8.622,6958.126,3357.51,1.06,1.41,0.79,1.13,39533726.0
253.688,6.397,138.902,3.502,5.17,12.479,7211.814,3496.412,1.1,1.5,0.8,1.14,39660079.0
267.458,6.722,145.223,3.65,5.43,13.77,7479.273,3641.635,1.14,1.56,0.81,1.15,39787413.0
254.883,6.387,143.767,3.602,-4.7,-12.575,7734.156,3785.402,1.06,1.5,0.82,1.16,39908962.0
267.42,6.68,146.622,3.662,4.92,12.537,8001.576,3932.024,1.1,1.5,0.82,1.17,40035286.0
276.065,6.867,154.779,3.85,3.23,8.645,8277.641,4086.804,1.14,1.57,0.83,1.18,40201561.0
299.54,7.404,163.251,4.035,8.5,23.476,8577.181,4250.055,1.22,1.62,0.84,1.2,40454472.0
311.385,7.627,164.907,4.039,3.95,11.844,8888.566,4414.962,1.23,1.6,0.85,1.21,40824745.0
313.344,7.584,171.017,4.139,0.63,1.959,9201.909,4585.979,1.23,1.65,0.86,1.22,41319431.0
333.447,7.954,175.482,4.186,6.42,20.103,9535.357,4761.461,1.28,1.69,0.87,1.23,41919593.0
337.701,7.928,179.717,4.219,1.28,4.254,9873.057,4941.178,1.23,1.69,0.88,1.24,42596455.0
354.612,8.188,185.141,4.275,5.01,16.911,10227.669,5126.319,1.24,1.68,0.89,1.26,43308345.0
369.681,8.398,189.185,4.298,4.25,15.069,10597.351,5315.505,1.25,1.7,0.9,1.27,44019118.0
360.703,8.064,184.585,4.127,-2.43,-8.979,10958.053,5500.09,1.18,1.65,0.9,1.28,44728561.0
368.546,8.113,184.173,4.054,2.17,7.843,11326.599,5684.262,1.17,1.64,0.91,1.29,45429071.0
336.767,7.31,174.138,3.78,-8.62,-31.779,11663.367,5858.4,1.05,1.55,0.91,1.29,46068811.0
297.385,6.384,161.984,3.477,-11.69,-39.382,11960.752,6020.384,0.94,1.47,0.91,1.3,46583566.0
283.873,6.049,157.343,3.353,-4.54,-13.512,12244.624,6177.727,0.85,1.39,0.91,1.3,46931011.0
284.73,6.047,147.002,3.122,0.3,0.857,12529.354,6324.729,0.83,1.3,0.91,1.3,47084242.0
278.964,5.927,135.635,2.882,-2.02,-5.766,12808.318,6460.364,0.8,1.18,0.91,1.3,47063059.0
252.726,5.385,130.195,2.774,-9.41,-26.238,13061.044,6590.56,0.72,1.12,0.9,1.29,46930554.0
255.068,5.453,130.864,2.798,0.93,2.342,13316.112,6721.424,0.72,1.13,0.9,1.29,46777927.0
271.694,5.821,137.451,2.945,6.52,16.626,13587.806,6858.874,0.77,1.16,0.9,1.29,46671919.0
260.758,5.592,141.523,3.035,-4.03,-10.936,13848.564,7000.398,0.74,1.18,0.89,1.28,46634131.0
274.642,5.888,142.321,3.051,5.32,13.884,14123.206,7142.718,0.76,1.17,0.89,1.28,46647425.0
269.713,5.776,143.381,3.071,-1.79,-4.929,14392.919,7286.099,0.74,1.18,0.89,1.28,46692863.0
251.498,5.381,141.13,3.02,-6.75,-18.215,14644.418,7427.229,0.69,1.15,0.88,1.28,46736782.0
208.915,4.468,118.201,2.528,-16.93,-42.584,14853.333,7545.43,0.6,1.07,0.88,1.27,46754783.0
4.138,0.236,3.968,0.226,8.02,0.307,125.963,109.437,0.02,0.04,0.02,0.04,17535732.0
5.106,0.288,4.771,0.269,23.39,0.968,131.069,114.207,0.02,0.05,0.02,0.04,17736827.0
4.975,0.278,4.697,0.262,-2.56,-0.131,136.045,118.905,0.02,0.05,0.02,0.04,17924827.0
5.435,0.3,5.053,0.279,9.24,0.46,141.48,123.957,0.02,0.05,0.02,0.04,18094474.0
5.814,0.319,5.448,0.299,6.97,0.379,147.294,129.406,0.02,0.06,0.02,0.04,18242917.0
6.971,0.38,6.591,0.359,19.89,1.156,154.265,135.997,0.03,0.07,0.02,0.04,18367290.0
7.52,0.407,7.123,0.386,7.89,0.55,161.785,143.12,0.03,0.07,0.02,0.04,18470897.0
7.736,0.417,7.379,0.398,2.87,0.216,169.521,150.499,0.03,0.07,0.02,0.04,18564595.0
8.517,0.456,8.119,0.435,10.09,0.781,178.038,158.618,0.03,0.08,0.02,0.04,18663293.0
10.134,0.54,9.724,0.518,18.99,1.617,188.172,168.342,0.04,0.09,0.02,0.05,18777606.0
10.326,0.546,9.878,0.522,1.9,0.192,198.498,178.221,0.04,0.1,0.02,0.05,18911727.0
10.948,0.574,10.538,0.553,6.02,0.622,209.446,188.758,0.04,0.1,0.02,0.05,19062476.0
10.953,0.57,10.259,0.534,0.05,0.005,220.399,199.017,0.04,0.1,0.02,0.05,19224036.0
12.147,0.627,11.362,0.586,10.9,1.194,232.546,210.38,0.04,0.1,0.02,0.05,19387153.0
11.935,0.611,11.113,0.569,-1.75,-0.212,244.482,221.492,0.04,0.1,0.02,0.05,19544988.0
11.793,0.599,10.941,0.556,-1.2,-0.143,256.274,232.433,0.04,0.1,0.02,0.05,19695977.0
12.152,0.612,11.336,0.571,3.05,0.359,268.426,243.77,0.04,0.1,0.02,0.06,19842044.0
11.987,0.6,11.08,0.554,-1.35,-0.165,280.413,254.849,0.04,0.1,0.02,0.06,19983984.0
12.945,0.643,11.996,0.596,7.99,0.957,293.358,266.845,0.04,0.11,0.02,0.06,20123508.0
13.051,0.644,12.161,0.6,0.82,0.106,306.409,279.006,0.04,0.11,0.02,0.06,20261738.0
14.886,0.73,13.004,0.638,14.06,1.835,321.295,292.01,0.04,0.11,0.02,0.06,20398496.0
15.798,0.769,13.099,0.638,6.13,0.912,337.093,305.109,0.05,0.11,0.02,0.06,20532599.0
14.679,0.71,11.923,0.577,-7.08,-1.119,351.772,317.032,0.04,0.1,0.02,0.06,20663053.0
17.691,0.851,13.091,0.63,20.52,3.012,369.463,330.123,0.05,0.11,0.02,0.06,20788512.0
19.83,0.948,13.74,0.657,12.09,2.139,389.294,343.863,0.06,0.12,0.03,0.06,20908024.0
23.027,1.095,16.473,0.784,16.12,3.197,412.321,360.337,0.06,0.14,0.03,0.07,21021177.0
23.03,1.09,16.232,0.768,0.01,0.003,435.351,376.568,0.06,0.13,0.03,0.07,21128028.0
20.998,0.989,14.385,0.678,-8.82,-2.032,456.35,390.953,0.06,0.12,0.03,0.07,21228760.0
22.825,1.07,15.519,0.728,8.7,1.827,479.174,406.472,0.06,0.13,0.03,0.07,21323734.0
21.106,0.986,13.344,0.623,-7.53,-1.719,500.281,419.815,0.06,0.12,0.03,0.07,21413250.0
4.466,0.214,4.397,0.21,-6.34,-0.302,116.014,112.169,0.02,0.05,0.01,0.04,20891442.0
3.989,0.184,3.886,0.179,-10.68,-0.477,120.004,116.055,0.02,0.04,0.01,0.04,21696240.0
2.746,0.122,2.643,0.117,-31.16,-1.243,122.75,118.698,0.01,0.03,0.01,0.04,22527837.0
3.785,0.162,3.718,0.159,37.82,1.039,126.535,122.417,0.02,0.04,0.01,0.04,23338465.0
3.903,0.162,3.743,0.155,3.12,0.118,130.438,126.16,0.02,0.04,0.01,0.04,24094741.0
4.028,0.162,3.871,0.156,3.2,0.125,134.465,130.031,0.02,0.04,0.01,0.04,24782384.0
4.94,0.194,4.826,0.19,22.65,0.912,139.405,134.856,0.02,0.05,0.01,0.04,25413912.0
4.285,0.165,4.204,0.162,-13.25,-0.655,143.691,139.06,0.02,0.04,0.01,0.04,26015518.0
4.645,0.174,4.552,0.171,8.4,0.36,148.336,143.613,0.02,0.05,0.01,0.04,26626512.0
5.055,0.185,4.995,0.183,8.83,0.41,153.391,148.608,0.02,0.05,0.01,0.04,27275019.0
5.817,0.208,5.739,0.205,15.07,0.762,159.208,154.347,0.02,0.06,0.01,0.04,27971077.0
7.418,0.258,7.334,0.256,27.52,1.601,166.626,161.682,0.03,0.07,0.02,0.04,28704786.0
8.285,0.281,8.175,0.278,11.68,0.867,174.911,169.857,0.03,0.08,0.02,0.04,29460517.0
10.471,0.347,10.347,0.342,26.39,2.186,185.382,180.203,0.04,0.09,0.02,0.04,30214189.0
10.028,0.324,9.896,0.32,-4.23,-0.443,195.41,190.099,0.03,0.09,0.02,0.05,30949514.0
10.984,0.347,10.905,0.344,9.53,0.956,206.394,201.004,0.04,0.1,0.02,0.05,31661824.0
12.905,0.399,12.778,0.395,17.49,1.921,219.298,213.782,0.04,0.11,0.02,0.05,32360619.0
13.634,0.412,13.537,0.41,5.65,0.729,232.932,227.319,0.04,0.12,0.02,0.05,33060843.0
14.189,0.42,13.946,0.413,4.07,0.555,247.121,241.265,0.04,0.13,0.02,0.05,33783779.0
14.398,0.417,13.651,0.395,1.47,0.209,261.519,254.916,0.04,0.12,0.02,0.05,34545014.0
14.017,0.396,12.868,0.364,-2.64,-0.381,275.536,267.784,0.04,0.11,0.02,0.06,35349676.0
14.539,0.402,13.198,0.365,3.72,0.522,290.074,280.982,0.04,0.11,0.02,0.06,36193781.0
16.175,0.436,14.799,0.399,11.26,1.637,306.25,295.781,0.05,0.13,0.02,0.06,37072555.0
16.645,0.438,15.297,0.403,2.9,0.469,322.895,311.078,0.05,0.13,0.02,0.06,37977657.0
20.163,0.518,18.727,0.481,21.13,3.518,343.057,329.805,0.06,0.16,0.02,0.06,38902948.0
19.311,0.485,17.756,0.446,-4.22,-0.851,362.369,347.56,0.05,0.15,0.02,0.06,39847433.0
21.715,0.532,20.159,0.494,12.45,2.404,384.084,367.72,0.06,0.17,0.02,0.07,40813398.0
21.18,0.507,19.624,0.47,-2.46,-0.535,405.264,387.344,0.06,0.16,0.02,0.07,41801532.0
22.031,0.515,20.476,0.478,4.02,0.852,427.295,407.82,0.06,0.17,0.03,0.07,42813237.0
18.859,0.43,17.304,0.395,-14.4,-3.172,446.154,425.124,0.05,0.16,0.03,0.07,43849269.0
2.023,4.898,2.001,4.844,16.45,0.286,52.921,50.996,0.01,0.02,0.01,0.02,413009.0
2.03,4.827,2.008,4.773,0.36,0.007,54.952,53.004,0.01,0.02,0.01,0.02,420658.0
2.038,4.761,2.015,4.708,0.36,0.007,56.99,55.019,0.01,0.02,0.01,0.02,428028.0
2.042,4.694,2.015,4.632,0.22,0.004,59.032,57.034,0.01,0.02,0.01,0.02,435099.0
2.061,4.664,2.034,4.602,0.9,0.018,61.092,59.067,0.01,0.02,0.01,0.02,441851.0
2.083,4.646,2.056,4.586,1.07,0.022,63.175,61.123,0.01,0.02,0.01,0.02,448207.0
2.104,4.634,2.077,4.574,1.05,0.022,65.279,63.2,0.01,0.02,0.01,0.02,454165.0
2.104,4.576,2.077,4.518,0.0,-0.0,67.384,65.278,0.01,0.02,0.01,0.02,459838.0
2.123,4.561,2.096,4.503,0.87,0.018,69.507,67.374,0.01,0.02,0.01,0.02,465380.0
2.192,4.655,2.165,4.598,3.28,0.07,71.699,69.539,0.01,0.02,0.01,0.02,470944.0
2.363,4.958,2.327,4.882,7.78,0.17,74.062,71.866,0.01,0.02,0.01,0.02,476574.0
1.56,3.235,1.524,3.161,-33.97,-0.803,75.622,73.39,0.01,0.01,0.01,0.02,482228.0
1.538,3.152,1.502,3.079,-1.43,-0.022,77.16,74.892,0.01,0.01,0.01,0.02,487938.0
1.556,3.151,1.52,3.08,1.17,0.018,78.715,76.413,0.01,0.01,0.01,0.02,493680.0
1.589,3.18,1.554,3.11,2.1,0.033,80.304,77.966,0.01,0.01,0.01,0.02,499461.0
1.739,3.441,1.704,3.372,9.45,0.15,82.043,79.67,0.01,0.02,0.01,0.02,505292.0
1.756,3.436,1.722,3.369,1.03,0.018,83.799,81.392,0.01,0.02,0.01,0.02,511181.0
1.935,3.742,1.898,3.67,10.18,0.179,85.734,83.29,0.01,0.02,0.01,0.02,517121.0
1.994,3.812,1.964,3.754,3.06,0.059,87.729,85.254,0.01,0.02,0.01,0.02,523113.0
2.396,4.528,2.367,4.473,20.12,0.401,90.124,87.621,0.01,0.02,0.01,0.02,529126.0
2.18,4.073,2.14,3.998,-9.01,-0.216,92.304,89.761,0.01,0.02,0.01,0.02,535177.0
2.635,4.868,2.579,4.766,20.88,0.455,94.939,92.34,0.01,0.02,0.01,0.02,541247.0
2.744,5.014,2.682,4.901,4.15,0.109,97.683,95.022,0.01,0.02,0.01,0.02,547295.0
2.809,5.076,2.77,5.006,2.34,0.064,100.492,97.792,0.01,0.02,0.01,0.02,553278.0
2.702,4.833,2.664,4.764,-3.78,-0.106,103.194,100.456,0.01,0.02,0.01,0.02,559136.0
2.276,4.029,2.261,4.002,-15.78,-0.426,105.47,102.717,0.01,0.02,0.01,0.02,564883.0
2.474,4.337,2.451,4.297,8.71,0.198,107.944,105.168,0.01,0.02,0.01,0.02,570501.0
2.514,4.365,2.492,4.326,1.63,0.04,110.459,107.659,0.01,0.02,0.01,0.02,575987.0
2.52,4.335,2.497,4.296,0.24,0.006,112.979,110.157,0.01,0.02,0.01,0.02,581363.0
2.224,3.791,2.203,3.756,-11.75,-0.296,115.203,112.36,0.01,0.02,0.01,0.02,586634.0
57.753,6.696,42.206,4.893,0.65,0.375,3489.165,2194.092,0.25,0.44,0.42,0.79,8625140.0
57.495,6.619,42.491,4.892,-0.45,-0.258,3546.66,2236.583,0.25,0.46,0.42,0.78,8686735.0
57.536,6.578,42.44,4.852,0.07,0.041,3604.196,2279.023,0.25,0.46,0.41,0.77,8746770.0
60.0,6.82,44.681,5.078,4.28,2.464,3664.196,2323.704,0.26,0.48,0.41,0.76,8798235.0
59.414,6.724,43.884,4.966,-0.98,-0.585,3723.61,2367.587,0.25,0.47,0.4,0.75,8836421.0
63.35,7.151,46.547,5.254,6.62,3.936,3786.96,2414.134,0.26,0.48,0.4,0.74,8859180.0
58.251,6.568,43.094,4.859,-8.05,-5.099,3845.211,2457.228,0.24,0.44,0.4,0.73,8868857.0
58.722,6.62,43.176,4.867,0.81,0.471,3903.933,2500.404,0.24,0.44,0.39,0.72,8870854.0
55.857,6.295,41.432,4.669,-4.88,-2.864,3959.791,2541.837,0.23,0.41,0.39,0.72,8873105.0
54.71,6.16,40.174,4.523,-2.05,-1.148,4014.5,2582.01,0.22,0.39,0.38,0.71,8881642.0
55.638,6.253,39.921,4.487,1.7,0.928,4070.138,2621.931,0.22,0.38,0.38,0.7,8897802.0
56.607,6.346,40.36,4.524,1.74,0.969,4126.745,2662.292,0.22,0.39,0.38,0.69,8920703.0
57.188,6.389,41.055,4.586,1.03,0.581,4183.933,2703.346,0.21,0.38,0.37,0.68,8951439.0
56.501,6.284,40.103,4.46,-1.2,-0.687,4240.435,2743.449,0.2,0.36,0.37,0.67,8990653.0
53.884,5.962,38.59,4.269,-4.63,-2.617,4294.319,2782.038,0.18,0.35,0.36,0.66,9038627.0
53.703,5.904,37.983,4.176,-0.34,-0.182,4348.022,2820.022,0.18,0.34,0.36,0.66,9096170.0
52.97,5.781,37.039,4.042,-1.36,-0.732,4400.992,2857.061,0.17,0.33,0.35,0.65,9162941.0
50.887,5.509,35.639,3.858,-3.93,-2.083,4451.879,2892.7,0.16,0.32,0.35,0.64,9236433.0
47.252,5.074,34.673,3.723,-7.14,-3.635,4499.131,2927.373,0.15,0.32,0.34,0.63,9313085.0
53.126,5.658,36.465,3.883,12.43,5.874,4552.257,2963.838,0.16,0.32,0.34,0.62,9390157.0
49.257,5.203,34.112,3.603,-7.28,-3.869,4601.514,2997.95,0.14,0.3,0.33,0.62,9466705.0
46.774,4.902,32.732,3.43,-5.04,-2.483,4648.288,3030.683,0.13,0.28,0.33,0.61,9542817.0
45.206,4.7,31.332,3.258,-3.35,-1.568,4693.494,3062.015,0.13,0.27,0.32,0.6,9618016.0
43.336,4.471,30.412,3.138,-4.14,-1.87,4736.83,3092.427,0.12,0.26,0.32,0.59,9692137.0
43.603,4.465,30.536,3.127,0.62,0.267,4780.433,3122.963,0.12,0.26,0.32,0.59,9764949.0
43.262,4.398,30.215,3.072,-0.78,-0.341,4823.695,3153.179,0.12,0.25,0.31,0.58,9836003.0
42.594,4.3,29.392,2.968,-1.54,-0.668,4866.289,3182.571,0.12,0.24,0.31,0.57,9904895.0
42.095,4.222,29.178,2.926,-1.17,-0.498,4908.384,3211.749,0.11,0.24,0.3,0.56,9971630.0
40.937,4.079,28.653,2.855,-2.75,-1.159,4949.321,3240.402,0.11,0.23,0.3,0.56,10036391.0
38.635,3.826,27.016,2.675,-5.62,-2.302,4987.956,3267.419,0.11,0.24,0.29,0.55,10099270.0
46.132,6.866,38.045,5.662,4.48,1.979,1793.336,1090.222,0.2,0.39,0.22,0.39,6718818.0
46.009,6.773,38.173,5.62,-0.27,-0.123,1839.345,1128.395,0.2,0.42,0.22,0.39,6792906.0
43.601,6.348,35.876,5.223,-5.23,-2.408,1882.945,1164.271,0.19,0.39,0.21,0.39,6868937.0
42.676,6.151,34.82,5.018,-2.12,-0.925,1925.621,1199.091,0.19,0.38,0.21,0.39,6938407.0
43.413,6.206,35.201,5.032,1.73,0.737,1969.034,1234.292,0.19,0.38,0.21,0.39,6995519.0
44.099,6.266,35.87,5.096,1.58,0.686,2013.133,1270.162,0.18,0.37,0.21,0.39,7038027.0
43.037,6.089,35.258,4.988,-2.41,-1.062,2056.17,1305.42,0.18,0.36,0.21,0.39,7068503.0
44.615,6.291,36.735,5.18,3.67,1.578,2100.785,1342.155,0.18,0.37,0.21,0.39,7091775.0
44.446,6.247,36.341,5.108,-0.38,-0.169,2145.23,1378.496,0.18,0.36,0.21,0.39,7115031.0
43.618,6.106,35.222,4.93,-1.86,-0.828,2188.848,1413.717,0.17,0.34,0.21,0.39,7143764.0
45.082,6.28,36.403,5.071,3.36,1.465,2233.93,1450.121,0.18,0.35,0.21,0.39,7179174.0
43.468,6.02,35.025,4.851,-3.58,-1.615,2277.398,1485.146,0.17,0.34,0.21,0.38,7220378.0
