co2,co2_per_capita,oil_co2,oil_co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,cumulative_oil_co2,share_global_co2,share_global_oil_co2,share_global_cumulative_co2,share_global_cumulative_oil_co2,population
0.425,4.59,0.425,4.59,4.5,0.018,9.303,9.303,0.0,0.0,0.0,0.0,92608.0
0.414,4.433,0.414,4.433,-2.59,-0.011,9.717,9.717,0.0,0.0,0.0,0.0,93397.0
0.462,4.9,0.462,4.9,11.5,0.048,10.179,10.179,0.0,0.0,0.0,0.0,94214.0
0.48,5.054,0.48,5.054,3.97,0.018,10.659,10.659,0.0,0.0,0.0,0.0,94981.0
0.535,5.589,0.535,5.589,11.45,0.055,11.194,11.194,0.0,0.0,0.0,0.0,95711.0
0.557,5.776,0.557,5.776,4.11,0.022,11.75,11.75,0.0,0.0,0.0,0.0,96418.0
0.557,5.736,0.557,5.736,0.0,0.0,12.307,12.307,0.0,0.0,0.0,0.0,97094.0
0.581,5.945,0.581,5.945,4.34,0.024,12.888,12.888,0.0,0.0,0.0,0.0,97741.0
0.491,4.994,0.491,4.994,-15.49,-0.09,13.38,13.38,0.0,0.0,0.0,0.0,98340.0
0.583,0.134,0.583,0.134,12.77,0.066,19.405,18.555,0.0,0.01,0.0,0.01,4348663.0
0.319,0.073,0.319,0.073,-45.28,-0.264,19.723,18.874,0.0,0.0,0.0,0.01,4347727.0
0.322,0.074,0.322,0.074,1.15,0.004,20.046,19.196,0.0,0.0,0.0,0.01,4328965.0
0.348,0.081,0.348,0.081,7.95,0.026,20.394,19.544,0.0,0.0,0.0,0.01,4309780.0
0.231,0.054,0.231,0.054,-33.68,-0.117,20.625,19.775,0.0,0.0,0.0,0.01,4303953.0
0.308,0.071,0.308,0.071,33.33,0.077,20.932,20.083,0.0,0.0,0.0,0.01,4312660.0
0.224,0.052,0.224,0.052,-27.38,-0.084,21.156,20.306,0.0,0.0,0.0,0.01,4335295.0
0.242,0.055,0.242,0.055,8.2,0.018,21.398,20.548,0.0,0.0,0.0,0.01,4381484.0
0.194,0.044,0.194,0.044,-19.7,-0.048,21.592,20.742,0.0,0.0,0.0,0.01,4462374.0
0.33,0.072,0.33,0.072,69.81,0.136,21.922,21.072,0.0,0.0,0.0,0.01,4584570.0
0.432,0.091,0.432,0.091,31.11,0.103,22.354,21.505,0.0,0.0,0.0,0.01,4754069.0
0.502,0.101,0.487,0.098,16.1,0.07,22.856,21.992,0.0,0.0,0.0,0.01,4965770.0
0.535,0.103,0.535,0.103,6.57,0.033,23.391,22.527,0.0,0.01,0.0,0.01,5201074.0
0.52,0.096,0.52,0.096,-2.74,-0.015,23.911,23.047,0.0,0.0,0.0,0.01,5433995.0
0.425,0.075,0.425,0.075,-18.31,-0.095,24.336,23.472,0.0,0.0,0.0,0.01,5645629.0
0.579,0.099,0.579,0.099,36.21,0.154,24.915,24.051,0.0,0.01,0.0,0.01,5829240.0
0.487,0.081,0.487,0.081,-15.82,-0.092,25.403,24.538,0.0,0.0,0.0,0.01,5989641.0
0.506,0.082,0.506,0.082,3.76,0.018,25.908,25.044,0.0,0.0,0.0,0.01,6133599.0
0.502,0.08,0.502,0.08,-0.72,-0.004,26.41,25.546,0.0,0.0,0.0,0.01,6272735.0
0.542,0.084,0.542,0.084,8.03,0.04,26.952,26.088,0.0,0.0,0.0,0.01,6415636.0
0.711,0.108,0.711,0.108,31.08,0.169,27.663,26.799,0.0,0.01,0.0,0.01,6563238.0
0.832,0.124,0.832,0.124,17.01,0.121,28.495,27.631,0.0,0.01,0.0,0.01,6712586.0
1.008,0.147,1.008,0.147,21.15,0.176,29.503,28.638,0.0,0.01,0.0,0.01,6863975.0
1.11,0.158,1.11,0.158,10.18,0.103,30.613,29.749,0.0,0.01,0.0,0.01,7017153.0
0.876,0.122,0.876,0.122,-21.12,-0.234,31.488,30.624,0.0,0.01,0.0,0.01,7171909.0
0.905,0.124,0.905,0.124,3.35,0.029,32.393,31.529,0.0,0.01,0.0,0.01,7328846.0
0.912,0.122,0.912,0.122,0.81,0.007,33.306,32.442,0.0,0.01,0.0,0.01,7488427.0
0.953,0.124,0.953,0.124,4.42,0.04,34.258,33.394,0.0,0.01,0.0,0.01,7650149.0
0.961,0.123,0.961,0.123,0.84,0.008,35.219,34.355,0.0,0.01,0.0,0.01,7813207.0
0.877,0.11,0.877,0.11,-8.69,-0.083,36.096,35.232,0.0,0.01,0.0,0.01,7976985.0
44.235,14.264,44.192,14.25,1.61,0.7,718.951,713.461,0.19,0.46,0.09,0.26,3101144.0
47.441,14.827,46.46,14.52,7.25,3.206,766.392,759.92,0.21,0.51,0.09,0.26,3199642.0
49.662,15.023,46.863,14.176,4.68,2.22,816.054,806.783,0.22,0.51,0.09,0.27,3305801.0
60.086,17.591,56.748,16.614,20.99,10.424,876.14,863.531,0.26,0.61,0.1,0.28,3415701.0
40.546,11.499,37.124,10.529,-32.52,-19.54,916.686,900.654,0.17,0.4,0.1,0.28,3525964.0
48.013,13.197,44.997,12.368,18.42,7.467,964.699,945.652,0.2,0.47,0.1,0.29,3638177.0
56.737,15.121,53.762,14.328,18.17,8.724,1021.436,999.413,0.23,0.55,0.11,0.3,3752131.0
47.412,12.281,44.155,11.437,-16.44,-9.325,1068.848,1043.568,0.2,0.45,0.11,0.3,3860721.0
49.2,12.441,46.547,11.77,3.77,1.788,1118.048,1090.116,0.2,0.46,0.11,0.31,3954741.0
48.394,12.012,45.686,11.34,-1.64,-0.806,1166.442,1135.802,0.19,0.44,0.11,0.31,4028872.0
49.2,12.067,45.111,11.064,1.67,0.806,1215.642,1180.914,0.19,0.43,0.11,0.31,4077150.0
47.093,11.474,40.458,9.857,-4.28,-2.107,1262.736,1221.372,0.18,0.39,0.12,0.32,4104407.0
49.438,11.973,39.143,9.479,4.98,2.345,1312.174,1260.514,0.18,0.37,0.12,0.32,4129227.0
46.859,11.218,34.719,8.312,-5.22,-2.579,1359.033,1295.233,0.16,0.32,0.12,0.32,4177202.0
36.468,8.549,23.71,5.558,-22.18,-10.391,1395.501,1318.943,0.12,0.21,0.12,0.31,4265693.0
43.045,9.778,29.283,6.652,18.03,6.577,1438.545,1348.226,0.14,0.26,0.12,0.31,4402324.0
47.518,10.378,32.771,7.157,10.39,4.474,1486.064,1380.996,0.15,0.29,0.12,0.31,4578629.0
57.572,12.055,42.484,8.896,21.16,10.054,1543.636,1423.481,0.18,0.38,0.12,0.31,4775810.0
90.098,18.141,76.372,15.377,56.49,32.525,1633.734,1499.853,0.29,0.69,0.12,0.32,4966614.0
56.62,11.034,41.737,8.134,-37.16,-33.478,1690.354,1541.59,0.17,0.37,0.13,0.32,5131170.0
30.272,5.751,15.239,2.895,-46.53,-26.348,1720.626,1556.828,0.09,0.13,0.13,0.32,5263640.0
48.145,8.966,31.767,5.916,59.04,17.873,1768.771,1588.595,0.14,0.28,0.13,0.32,5369469.0
54.366,9.969,34.907,6.401,12.92,6.221,1823.137,1623.502,0.15,0.3,0.13,0.32,5453732.0
55.209,9.992,34.321,6.211,1.55,0.843,1878.346,1657.823,0.16,0.3,0.13,0.32,5525628.0
62.13,11.11,40.824,7.3,12.54,6.921,1940.477,1698.647,0.18,0.34,0.13,0.32,5592143.0
40.275,7.124,18.397,3.254,-35.18,-21.856,1980.751,1717.044,0.11,0.15,0.13,0.32,5653625.0
39.066,6.844,16.847,2.952,-3.0,-1.209,2019.817,1733.891,0.11,0.14,0.13,0.31,5708042.0
46.002,7.99,23.332,4.052,17.75,6.936,2065.819,1757.223,0.13,0.19,0.13,0.31,5757503.0
45.705,7.874,22.682,3.908,-0.64,-0.296,2111.524,1779.905,0.12,0.19,0.13,0.31,5804343.0
45.504,7.778,22.345,3.82,-0.44,-0.201,2157.028,1802.25,0.13,0.2,0.13,0.3,5850343.0
0.44,14.744,0.44,14.744,-20.2,-0.111,50.871,50.871,0.0,0.0,0.01,0.02,29852.0
0.363,11.905,0.363,11.905,-17.61,-0.078,51.234,51.234,0.0,0.0,0.01,0.02,30458.0
0.56,18.195,0.56,18.195,54.37,0.197,51.794,51.794,0.0,0.01,0.01,0.02,30765.0
0.537,17.339,0.537,17.339,-4.13,-0.023,52.33,52.33,0.0,0.01,0.01,0.02,30950.0
0.531,17.041,0.531,17.041,-1.04,-0.006,52.862,52.862,0.0,0.01,0.01,0.02,31164.0
0.497,15.804,0.497,15.804,-6.46,-0.034,53.358,53.358,0.0,0.01,0.01,0.02,31434.0
0.52,16.384,0.52,16.384,4.65,0.023,53.878,53.878,0.0,0.01,0.01,0.02,31731.0
0.029,0.896,0.029,0.896,-94.48,-0.491,53.907,53.907,0.0,0.0,0.01,0.02,32043.0
0.215,6.653,0.215,6.653,649.35,0.186,54.122,54.122,0.0,0.0,0.01,0.02,32320.0
0.571,17.521,0.571,17.521,165.34,0.356,54.692,54.692,0.0,0.01,0.01,0.01,32564.0
0.581,17.723,0.581,17.723,1.83,0.01,55.273,55.273,0.0,0.01,0.01,0.01,32782.0
0.56,16.979,0.56,16.979,-3.59,-0.021,55.834,55.834,0.0,0.01,0.01,0.01,32990.0
0.561,16.885,0.561,16.885,0.07,0.0,56.394,56.394,0.0,0.01,0.01,0.01,33195.0
0.588,17.638,0.588,17.638,4.92,0.028,56.982,56.982,0.0,0.01,0.0,0.01,33342.0
0.583,17.432,0.583,17.432,-0.89,-0.005,57.565,57.565,0.0,0.01,0.0,0.01,33436.0
0.607,18.159,0.607,18.159,4.22,0.025,58.173,58.173,0.0,0.01,0.0,0.01,33452.0
0.684,20.471,0.684,20.471,12.58,0.076,58.856,58.856,0.0,0.01,0.0,0.01,33406.0
0.658,19.68,0.658,19.68,-3.81,-0.026,59.514,59.514,0.0,0.01,0.0,0.01,33424.0
0.673,20.002,0.673,20.002,2.32,0.015,60.187,60.187,0.0,0.01,0.0,0.01,33650.0
0.464,13.569,0.464,13.569,-31.12,-0.209,60.651,60.651,0.0,0.0,0.0,0.01,34166.0
0.591,16.874,0.591,16.874,27.57,0.128,61.242,61.242,0.0,0.01,0.0,0.01,35050.0
0.696,19.211,0.696,19.211,17.71,0.105,61.938,61.938,0.0,0.01,0.0,0.01,36238.0
0.714,19.012,0.714,19.012,2.63,0.018,62.653,62.653,0.0,0.01,0.0,0.01,37580.0
0.733,18.852,0.733,18.852,2.56,0.018,63.386,63.386,0.0,0.01,0.0,0.01,38872.0
0.755,18.885,0.755,18.885,3.0,0.022,64.141,64.141,0.0,0.01,0.0,0.01,39967.0
0.762,18.674,0.762,18.674,0.97,0.007,64.903,64.903,0.0,0.01,0.0,0.01,40812.0
0.751,18.124,0.751,18.124,-1.44,-0.011,65.654,65.654,0.0,0.01,0.0,0.01,41444.0
0.722,17.212,0.722,17.212,-3.9,-0.029,66.376,66.376,0.0,0.01,0.0,0.01,41936.0
0.705,16.62,0.705,16.62,-2.39,-0.017,67.08,67.08,0.0,0.01,0.0,0.01,42389.0
0.623,14.539,0.623,14.539,-11.51,-0.081,67.704,67.704,0.0,0.01,0.0,0.01,42882.0
53.282,10.036,10.459,1.97,-13.33,-8.193,2707.499,365.312,0.23,0.11,0.33,0.13,5309229.0
48.875,9.172,8.906,1.671,-8.27,-4.407,2756.374,374.218,0.22,0.1,0.32,0.13,5329029.0
46.333,8.665,8.202,1.534,-5.2,-2.543,2802.707,382.42,0.2,0.09,0.32,0.13,5347212.0
43.732,8.155,8.349,1.557,-5.61,-2.601,2846.439,390.769,0.19,0.09,0.32,0.13,5362894.0
44.174,8.218,8.215,1.528,1.01,0.442,2890.613,398.984,0.19,0.09,0.31,0.13,5375470.0
44.042,8.179,8.14,1.512,-0.3,-0.132,2934.655,407.124,0.18,0.08,0.31,0.13,5384792.0
44.172,8.193,8.128,1.508,0.29,0.13,2978.826,415.252,0.18,0.08,0.31,0.12,5391202.0
43.932,8.143,8.079,1.497,-0.54,-0.24,3022.758,423.331,0.18,0.08,0.3,0.12,5395253.0
43.061,7.978,7.821,1.449,-1.98,-0.871,3065.82,431.152,0.18,0.08,0.3,0.12,5397709.0
41.152,7.622,7.425,1.375,-4.43,-1.909,3106.972,438.577,0.16,0.07,0.3,0.12,5399207.0
43.245,8.008,8.032,1.487,5.09,2.093,3150.217,446.609,0.17,0.08,0.29,0.12,5399995.0
41.975,7.773,8.047,1.49,-2.94,-1.27,3192.192,454.656,0.16,0.08,0.29,0.12,5400124.0
42.307,7.835,8.133,1.506,0.79,0.332,3234.499,462.789,0.15,0.08,0.29,0.12,5399844.0
42.787,7.924,8.365,1.549,1.14,0.481,3277.286,471.154,0.15,0.08,0.28,0.12,5399374.0
42.793,7.926,9.324,1.727,0.01,0.005,3320.078,480.477,0.14,0.08,0.28,0.11,5398962.0
42.557,7.883,8.928,1.654,-0.55,-0.235,3362.636,489.406,0.14,0.08,0.28,0.11,5398674.0
40.976,7.59,9.297,1.722,-3.71,-1.581,3403.612,498.703,0.13,0.08,0.27,0.11,5398693.0
41.373,7.663,9.628,1.783,0.97,0.397,3444.985,508.331,0.13,0.09,0.27,0.11,5399362.0
37.635,6.968,9.004,1.667,-9.04,-3.738,3482.62,517.335,0.12,0.08,0.27,0.11,5401149.0
38.412,7.108,9.334,1.727,2.06,0.777,3521.032,526.669,0.12,0.08,0.26,0.11,5404293.0
37.999,7.025,8.862,1.638,-1.07,-0.412,3559.031,535.531,0.11,0.08,0.26,0.11,5408932.0
35.921,6.634,9.122,1.685,-5.47,-2.078,3594.952,544.653,0.1,0.08,0.25,0.11,5414894.0
35.507,6.549,8.922,1.646,-1.15,-0.414,3630.459,553.575,0.1,0.08,0.25,0.11,5421721.0
33.591,6.188,8.79,1.619,-5.4,-1.916,3664.051,562.365,0.09,0.08,0.25,0.11,5428798.0
34.411,6.331,9.582,1.763,2.44,0.819,3698.461,571.947,0.1,0.08,0.24,0.11,5435614.0
34.856,6.405,9.954,1.829,1.29,0.445,3733.317,581.901,0.1,0.08,0.24,0.11,5442001.0
36.031,6.614,10.048,1.844,3.37,1.175,3769.348,591.949,0.1,0.08,0.24,0.11,5447903.0
36.03,6.607,10.152,1.862,0.0,-0.001,3805.377,602.101,0.1,0.08,0.23,0.11,5453017.0
33.773,6.189,10.309,1.889,-6.26,-2.256,3839.151,612.41,0.09,0.08,0.23,0.11,5457012.0
30.73,5.629,9.962,1.825,-9.01,-3.043,3869.881,622.372,0.09,0.09,0.23,0.11,5459643.0
13.962,6.954,5.122,2.551,-7.43,-1.121,401.632,169.7,0.06,0.05,0.05,0.06,2007780.0
13.873,6.918,4.909,2.448,-0.64,-0.089,415.504,174.609,0.06,0.05,0.05,0.06,2005352.0
14.234,7.115,5.907,2.953,2.6,0.361,429.738,180.516,0.06,0.06,0.05,0.06,2000560.0
14.628,7.331,6.473,3.244,2.77,0.394,444.366,186.989,0.06,0.07,0.05,0.06,1995326.0
15.342,7.705,7.058,3.545,4.88,0.714,459.709,194.046,0.07,0.08,0.05,0.06,1991126.0
15.987,8.039,8.068,4.057,4.2,0.645,475.696,202.114,0.07,0.08,0.05,0.06,1988580.0
16.507,8.305,8.197,4.124,3.25,0.519,492.202,210.312,0.07,0.08,0.05,0.06,1987457.0
16.035,8.068,7.5,3.774,-2.85,-0.471,508.238,217.812,0.07,0.08,0.05,0.06,1987384.0
15.405,7.751,7.446,3.746,-3.93,-0.63,523.643,225.258,0.06,0.07,0.05,0.06,1987625.0
15.043,7.568,6.792,3.417,-2.35,-0.362,538.686,232.05,0.06,0.07,0.05,0.06,1987710.0
16.288,8.196,7.285,3.666,8.28,1.245,554.974,239.335,0.06,0.07,0.05,0.06,1987457.0
16.547,8.327,7.235,3.641,1.59,0.259,571.522,246.57,0.06,0.07,0.05,0.06,1987265.0
16.25,8.174,7.157,3.6,-1.8,-0.297,587.771,253.727,0.06,0.07,0.05,0.06,1987855.0
16.68,8.381,7.354,3.695,2.65,0.43,604.451,261.081,0.06,0.07,0.05,0.06,1990226.0
16.905,8.474,7.536,3.777,1.35,0.225,621.356,268.617,0.06,0.07,0.05,0.06,1994979.0
17.15,8.565,7.707,3.849,1.45,0.246,638.506,276.324,0.06,0.07,0.05,0.06,2002427.0
17.315,8.605,7.607,3.78,0.96,0.165,655.822,283.931,0.05,0.07,0.05,0.06,2012128.0
18.25,9.021,8.784,4.342,5.4,0.935,674.071,292.715,0.06,0.08,0.05,0.06,2023049.0
16.177,7.954,7.571,3.722,-11.36,-2.073,690.248,300.285,0.05,0.07,0.05,0.06,2033807.0
16.432,8.042,7.624,3.731,1.58,0.255,706.68,307.909,0.05,0.07,0.05,0.06,2043336.0
16.334,7.963,7.656,3.732,-0.6,-0.098,723.014,315.565,0.05,0.07,0.05,0.06,2051277.0
15.737,7.647,7.461,3.626,-3.65,-0.597,738.75,323.027,0.04,0.06,0.05,0.06,2057826.0
15.106,7.322,7.098,3.44,-4.01,-0.63,753.857,330.125,0.04,0.06,0.05,0.06,2063120.0
13.54,6.549,6.94,3.357,-10.37,-1.566,767.397,337.065,0.04,0.06,0.05,0.06,2067487.0
13.623,6.577,6.867,3.316,0.61,0.082,781.02,343.932,0.04,0.06,0.05,0.06,2071199.0
14.425,6.955,7.235,3.488,5.89,0.802,795.445,351.166,0.04,0.06,0.05,0.06,2074205.0
14.592,7.028,7.306,3.519,1.16,0.167,810.037,358.473,0.04,0.06,0.05,0.06,2076395.0
14.494,6.975,7.319,3.522,-0.67,-0.098,824.531,365.792,0.04,0.06,0.05,0.06,2077835.0
14.006,6.738,7.05,3.392,-3.36,-0.488,838.537,372.842,0.04,0.06,0.05,0.06,2078654.0
12.563,6.043,5.647,2.716,-10.3,-1.443,851.1,378.488,0.04,0.05,0.05,0.06,2078931.0
0.158,0.491,0.158,0.491,7.5,0.011,2.678,2.678,0.0,0.0,0.0,0.0,320781.0
0.161,0.488,0.161,0.488,2.33,0.004,2.84,2.84,0.0,0.0,0.0,0.0,330004.0
0.172,0.507,0.172,0.507,6.82,0.011,3.012,3.012,0.0,0.0,0.0,0.0,339501.0
0.183,0.524,0.183,0.524,6.38,0.011,3.195,3.195,0.0,0.0,0.0,0.0,349273.0
0.191,0.53,0.191,0.53,4.0,0.007,3.386,3.386,0.0,0.0,0.0,0.0,359276.0
0.198,0.535,0.198,0.535,3.85,0.007,3.583,3.583,0.0,0.0,0.0,0.0,369517.0
0.205,0.54,0.205,0.54,3.7,0.007,3.789,3.789,0.0,0.0,0.0,0.0,379998.0
0.216,0.553,0.216,0.553,5.36,0.011,4.005,4.005,0.0,0.0,0.0,0.0,390702.0
0.216,0.538,0.216,0.538,0.0,0.0,4.221,4.221,0.0,0.0,0.0,0.0,401592.0
0.224,0.542,0.224,0.542,3.39,0.007,4.444,4.444,0.0,0.0,0.0,0.0,412665.0
0.234,0.553,0.234,0.553,4.92,0.011,4.679,4.679,0.0,0.0,0.0,0.0,423949.0
0.245,0.564,0.245,0.564,4.69,0.011,4.924,4.924,0.0,0.0,0.0,0.0,435434.0
0.256,0.574,0.256,0.574,4.48,0.011,5.181,5.181,0.0,0.0,0.0,0.0,447016.0
0.275,0.599,0.275,0.599,7.14,0.018,5.456,5.456,0.0,0.0,0.0,0.0,458549.0
0.282,0.6,0.282,0.6,2.67,0.007,5.738,5.738,0.0,0.0,0.0,0.0,469918.0
0.289,0.602,0.289,0.602,2.6,0.007,6.027,6.027,0.0,0.0,0.0,0.0,481086.0
0.3,0.61,0.3,0.61,3.8,0.011,6.328,6.328,0.0,0.0,0.0,0.0,492133.0
0.308,0.611,0.308,0.611,2.44,0.007,6.636,6.636,0.0,0.0,0.0,0.0,503366.0
0.319,0.619,0.319,0.619,3.57,0.011,6.954,6.954,0.0,0.0,0.0,0.0,515182.0
0.33,0.625,0.33,0.625,3.45,0.011,7.284,7.284,0.0,0.0,0.0,0.0,527861.0
0.344,0.636,0.344,0.636,4.44,0.015,7.628,7.628,0.0,0.0,0.0,0.0,541522.0
0.348,0.626,0.348,0.626,1.06,0.004,7.977,7.977,0.0,0.0,0.0,0.0,556066.0
0.374,0.654,0.374,0.654,7.37,0.026,8.35,8.35,0.0,0.0,0.0,0.0,571329.0
0.33,0.562,0.33,0.562,-11.76,-0.044,8.68,8.68,0.0,0.0,0.0,0.0,587079.0
0.293,0.486,0.293,0.486,-11.11,-0.037,8.973,8.973,0.0,0.0,0.0,0.0,603133.0
0.289,0.467,0.289,0.467,-1.25,-0.004,9.263,9.263,0.0,0.0,0.0,0.0,619438.0
0.286,0.449,0.286,0.449,-1.27,-0.004,9.548,9.548,0.0,0.0,0.0,0.0,636030.0
0.289,0.443,0.289,0.443,1.28,0.004,9.838,9.838,0.0,0.0,0.0,0.0,652856.0
0.298,0.445,0.298,0.445,3.08,0.009,10.136,10.136,0.0,0.0,0.0,0.0,669821.0
0.299,0.435,0.299,0.435,0.14,0.0,10.435,10.435,0.0,0.0,0.0,0.0,686878.0
0.708,0.097,0.703,0.097,-3.19,-0.023,15.628,15.565,0.0,0.01,0.0,0.01,7274026.0
0.681,0.093,0.671,0.092,-3.79,-0.027,16.309,16.235,0.0,0.01,0.0,0.01,7295380.0
0.64,0.088,0.63,0.086,-5.92,-0.04,16.949,16.865,0.0,0.01,0.0,0.01,7315864.0
0.629,0.085,0.619,0.084,-1.72,-0.011,17.579,17.485,0.0,0.01,0.0,0.01,7372592.0
0.589,0.079,0.579,0.077,-6.41,-0.04,18.168,18.064,0.0,0.01,0.0,0.01,7491647.0
0.568,0.074,0.568,0.074,-3.59,-0.021,18.736,18.631,0.0,0.01,0.0,0.01,7682683.0
0.539,0.068,0.539,0.068,-5.16,-0.029,19.275,19.17,0.0,0.01,0.0,0.01,7936122.0
0.513,0.062,0.513,0.062,-4.76,-0.026,19.787,19.683,0.0,0.01,0.0,0.01,8235064.0
0.491,0.057,0.491,0.057,-4.29,-0.022,20.278,20.174,0.0,0.0,0.0,0.01,8553595.0
0.48,0.054,0.48,0.054,-2.24,-0.011,20.758,20.654,0.0,0.0,0.0,0.01,8872250.0
0.502,0.055,0.502,0.055,4.58,0.022,21.26,21.156,0.0,0.0,0.0,0.01,9186719.0
0.586,0.062,0.586,0.062,16.79,0.084,21.847,21.742,0.0,0.01,0.0,0.01,9501335.0
0.594,0.06,0.594,0.06,1.25,0.007,22.44,22.336,0.0,0.01,0.0,0.01,9815412.0
0.594,0.059,0.594,0.059,0.0,0.0,23.034,22.929,0.0,0.01,0.0,0.01,10130251.0
0.594,0.057,0.594,0.057,0.0,0.0,23.627,23.523,0.0,0.01,0.0,0.01,10446856.0
0.594,0.055,0.594,0.055,0.0,0.0,24.221,24.116,0.0,0.01,0.0,0.01,10763904.0
0.608,0.055,0.608,0.055,2.47,0.015,24.829,24.725,0.0,0.01,0.0,0.01,11080122.0
0.601,0.053,0.601,0.053,-1.2,-0.007,25.43,25.326,0.0,0.01,0.0,0.01,11397188.0
0.597,0.051,0.597,0.051,-0.61,-0.004,26.027,25.923,0.0,0.01,0.0,0.01,11717691.0
0.612,0.051,0.612,0.051,2.45,0.015,26.639,26.535,0.0,0.01,0.0,0.01,12043886.0
0.612,0.049,0.612,0.049,0.0,0.0,27.251,27.147,0.0,0.01,0.0,0.01,12376305.0
0.608,0.048,0.608,0.048,-0.6,-0.004,27.859,27.755,0.0,0.01,0.0,0.01,12715487.0
0.63,0.048,0.63,0.048,3.61,0.022,28.489,28.385,0.0,0.01,0.0,0.01,13063711.0
0.63,0.047,0.63,0.047,0.0,0.0,29.12,29.015,0.0,0.01,0.0,0.01,13423571.0
0.63,0.046,0.63,0.046,0.0,0.0,29.75,29.645,0.0,0.01,0.0,0.01,13797204.0
0.638,0.045,0.638,0.045,1.16,0.007,30.387,30.283,0.0,0.01,0.0,0.01,14185635.0
0.638,0.044,0.638,0.044,0.0,0.0,31.025,30.92,0.0,0.01,0.0,0.01,14589165.0
0.638,0.042,0.638,0.042,0.0,0.0,31.663,31.558,0.0,0.01,0.0,0.01,15008225.0
0.665,0.043,0.665,0.043,4.34,0.028,32.328,32.223,0.0,0.01,0.0,0.01,15442906.0
0.562,0.035,0.562,0.035,-15.49,-0.103,32.89,32.785,0.0,0.01,0.0,0.01,15893219.0
326.069,8.645,41.238,1.093,4.18,13.096,8947.245,1074.598,1.4,0.43,1.08,0.39,37718952.0
301.367,7.793,34.753,0.899,-7.58,-24.702,9248.612,1109.351,1.34,0.38,1.08,0.38,38672611.0
320.391,8.084,23.156,0.584,6.31,19.024,9569.004,1132.508,1.41,0.25,1.09,0.38,39633754.0
338.625,8.348,31.646,0.78,5.69,18.234,9907.628,1164.154,1.47,0.34,1.1,0.38,40564061.0
361.64,8.728,33.767,0.815,6.8,23.015,10269.268,1197.921,1.54,0.36,1.11,0.38,41435761.0
363.673,8.61,31.65,0.749,0.56,2.033,10632.941,1229.571,1.51,0.33,1.12,0.38,42241007.0
385.46,8.967,44.243,1.029,5.99,21.787,11018.401,1273.814,1.59,0.45,1.13,0.38,42987456.0
377.313,8.638,44.587,1.021,-2.11,-8.146,11395.714,1318.401,1.56,0.45,1.14,0.38,43682259.0
374.831,8.454,30.69,0.692,-0.66,-2.483,11770.545,1349.091,1.53,0.3,1.15,0.38,44338551.0
378.255,8.412,33.302,0.741,0.91,3.424,12148.8,1382.393,1.5,0.32,1.16,0.38,44967713.0
371.517,8.152,25.886,0.568,-1.78,-6.738,12520.317,1408.279,1.46,0.25,1.17,0.37,45571272.0
356.357,7.722,22.449,0.486,-4.08,-15.159,12876.674,1430.728,1.37,0.22,1.17,0.37,46150913.0
404.173,8.651,39.744,0.851,13.42,47.816,13280.847,1470.472,1.48,0.37,1.18,0.37,46719203.0
449.079,9.496,54.238,1.147,11.11,44.906,13729.926,1524.71,1.57,0.49,1.19,0.37,47291610.0
415.925,8.687,27.832,0.581,-7.38,-33.154,14145.85,1552.542,1.41,0.25,1.2,0.37,47880595.0
446.623,9.211,53.08,1.095,7.38,30.698,14592.473,1605.622,1.46,0.47,1.2,0.37,48489464.0
464.8,9.463,59.328,1.208,4.07,18.178,15057.273,1664.95,1.48,0.53,1.21,0.38,49119766.0
494.642,9.937,63.234,1.27,6.42,29.842,15551.916,1728.184,1.54,0.56,1.22,0.38,49779472.0
502.259,9.95,77.116,1.528,1.54,7.617,16054.175,1805.299,1.59,0.7,1.23,0.39,50477013.0
466.93,9.117,46.324,0.904,-7.03,-35.329,16521.105,1851.623,1.4,0.41,1.23,0.39,51216967.0
473.949,9.114,60.232,1.158,1.5,7.019,16995.054,1911.856,1.38,0.53,1.24,0.39,52003759.0
461.139,8.728,49.456,0.936,-2.7,-12.81,17456.193,1961.312,1.32,0.43,1.24,0.39,52832659.0
455.866,8.491,49.501,0.922,-1.14,-5.273,17912.059,2010.813,1.29,0.43,1.24,0.39,53687125.0
480.628,8.812,53.681,0.984,5.43,24.762,18392.687,2064.494,1.35,0.46,1.24,0.4,54544184.0
450.572,8.135,48.944,0.884,-6.25,-30.056,18843.258,2113.438,1.27,0.41,1.24,0.4,55386369.0
464.769,8.269,58.935,1.048,3.15,14.198,19308.027,2172.373,1.31,0.49,1.24,0.4,56207649.0
464.199,8.142,56.612,0.993,-0.12,-0.57,19772.226,2228.985,1.29,0.47,1.24,0.4,57009751.0
464.193,8.032,49.758,0.861,0.0,-0.006,20236.419,2278.743,1.27,0.41,1.25,0.4,57792520.0
475.923,8.127,49.133,0.839,2.53,11.73,20712.341,2327.876,1.3,0.4,1.25,0.4,58558267.0
451.957,7.62,43.526,0.734,-5.04,-23.966,21164.298,2371.402,1.3,0.39,1.25,0.4,59308690.0
603.004,2.005,373.288,1.241,1.24,7.39,16046.385,10215.131,2.59,3.85,1.93,3.66,300829462.0
615.051,2.009,408.498,1.334,2.0,12.047,16661.437,10623.629,2.73,4.45,1.95,3.69,306228628.0
650.401,2.087,421.976,1.354,5.75,35.35,17311.837,11045.605,2.85,4.59,1.98,3.71,311601582.0
